Date,Units Sold,IQR_Anomaly
2022-06-17,330,0
2022-06-17,238,0
2022-06-17,248,0
2022-06-17,28,0
2022-06-17,45,0
2022-06-17,241,0
2022-06-17,327,0
2022-06-17,219,0
2022-06-17,81,0
2022-06-17,6,0
2022-06-17,28,0
2022-06-17,122,0
2022-06-17,207,0
2022-06-17,16,0
2022-06-17,115,0
2022-06-17,118,0
2022-06-17,105,0
2022-06-17,100,0
2022-06-17,266,0
2022-06-17,56,0
2022-06-17,346,0
2022-06-17,141,0
2022-06-17,138,0
2022-06-17,233,0
2022-06-17,98,0
2022-06-17,283,0
2022-06-17,78,0
2022-06-17,97,0
2022-06-17,321,0
2022-06-17,186,0
2022-06-17,106,0
2022-06-17,55,0
2022-06-17,61,0
2022-06-17,45,0
2022-06-17,30,0
2022-06-17,411,0
2022-06-17,268,0
2022-06-17,85,0
2022-06-17,32,0
2022-06-17,374,0
2022-06-17,228,0
2022-06-17,141,0
2022-06-17,378,0
2022-06-17,45,0
2022-06-17,489,1
2022-06-17,19,0
2022-06-17,168,0
2022-06-17,83,0
2022-06-17,15,0
2022-06-17,65,0
2022-06-17,223,0
2022-06-17,276,0
2022-06-17,451,1
2022-06-17,198,0
2022-06-17,8,0
2022-06-17,201,0
2022-06-17,73,0
2022-06-17,19,0
2022-06-17,94,0
2022-06-17,264,0
2022-06-17,303,0
2022-06-17,43,0
2022-06-17,170,0
2022-06-17,20,0
2022-06-17,198,0
2022-06-17,95,0
2022-06-17,146,0
2022-06-17,306,0
2022-06-17,44,0
2022-06-17,60,0
2022-06-17,2,0
2022-06-17,172,0
2022-06-17,20,0
2022-06-17,102,0
2022-06-17,283,0
2022-06-17,66,0
2022-06-17,48,0
2022-06-17,1,0
2022-06-17,121,0
2022-06-17,106,0
2022-06-17,45,0
2022-06-18,31,0
2022-06-18,154,0
2022-06-18,283,0
2022-06-18,78,0
2022-06-18,164,0
2022-06-18,162,0
2022-06-18,170,0
2022-06-18,293,0
2022-06-18,21,0
2022-06-18,127,0
2022-06-18,23,0
2022-06-18,21,0
2022-06-18,15,0
2022-06-18,51,0
2022-06-18,207,0
2022-06-18,345,0
2022-06-18,71,0
2022-06-18,194,0
2022-06-18,89,0
2022-06-18,255,0
2022-06-18,1,0
2022-06-18,250,0
2022-06-18,64,0
2022-06-18,156,0
2022-06-18,220,0
2022-06-18,38,0
2022-06-18,173,0
2022-06-18,333,0
2022-06-18,109,0
2022-06-18,46,0
2022-06-18,85,0
2022-06-18,137,0
2022-06-18,19,0
2022-06-18,449,1
2022-06-18,35,0
2022-06-18,3,0
2022-06-18,30,0
2022-06-18,260,0
2022-06-18,47,0
2022-06-18,221,0
2022-06-18,57,0
2022-06-18,85,0
2022-06-18,154,0
2022-06-18,214,0
2022-06-18,159,0
2022-06-18,15,0
2022-06-18,179,0
2022-06-18,121,0
2022-06-18,99,0
2022-06-18,57,0
2022-06-18,238,0
2022-06-18,45,0
2022-06-18,222,0
2022-06-18,61,0
2022-06-18,108,0
2022-06-18,152,0
2022-06-18,18,0
2022-06-18,194,0
2022-06-18,92,0
2022-06-18,80,0
2022-06-18,279,0
2022-06-18,166,0
2022-06-18,364,0
2022-06-18,216,0
2022-06-18,118,0
2022-06-18,16,0
2022-06-18,172,0
2022-06-18,6,0
2022-06-18,87,0
2022-06-18,201,0
2022-06-18,32,0
2022-06-18,104,0
2022-06-18,42,0
2022-06-18,73,0
2022-06-18,175,0
2022-06-18,230,0
2022-06-18,112,0
2022-06-18,60,0
2022-06-18,86,0
2022-06-18,128,0
2022-06-18,269,0
2022-06-18,124,0
2022-06-18,153,0
2022-06-18,55,0
2022-06-18,112,0
2022-06-18,117,0
2022-06-18,235,0
2022-06-18,82,0
2022-06-18,22,0
2022-06-18,396,0
2022-06-18,77,0
2022-06-18,104,0
2022-06-18,175,0
2022-06-18,316,0
2022-06-18,63,0
2022-06-18,372,0
2022-06-18,323,0
2022-06-18,134,0
2022-06-18,102,0
2022-06-18,107,0
2022-06-19,253,0
2022-06-19,42,0
2022-06-19,208,0
2022-06-19,159,0
2022-06-19,58,0
2022-06-19,64,0
2022-06-19,346,0
2022-06-19,104,0
2022-06-19,113,0
2022-06-19,40,0
2022-06-19,376,0
2022-06-19,283,0
2022-06-19,273,0
2022-06-19,153,0
2022-06-19,179,0
2022-06-19,166,0
2022-06-19,41,0
2022-06-19,17,0
2022-06-19,120,0
2022-06-19,40,0
2022-06-19,63,0
2022-06-19,78,0
2022-06-19,67,0
2022-06-19,51,0
2022-06-19,329,0
2022-06-19,1,0
2022-06-19,212,0
2022-06-19,57,0
2022-06-19,292,0
2022-06-19,35,0
2022-06-19,158,0
2022-06-19,330,0
2022-06-19,14,0
2022-06-19,72,0
2022-06-19,89,0
2022-06-19,168,0
2022-06-19,221,0
2022-06-19,171,0
2022-06-19,37,0
2022-06-19,13,0
2022-06-19,11,0
2022-06-19,51,0
2022-06-19,158,0
2022-06-19,69,0
2022-06-19,62,0
2022-06-19,60,0
2022-06-19,118,0
2022-06-19,0,0
2022-06-19,51,0
2022-06-19,101,0
2022-06-19,5,0
2022-06-19,220,0
2022-06-19,365,0
2022-06-19,152,0
2022-06-19,88,0
2022-06-19,50,0
2022-06-19,14,0
2022-06-19,32,0
2022-06-19,120,0
2022-06-19,194,0
2022-06-19,36,0
2022-06-19,170,0
2022-06-19,217,0
2022-06-19,342,0
2022-06-19,300,0
2022-06-19,37,0
2022-06-19,7,0
2022-06-19,235,0
2022-06-19,348,0
2022-06-19,213,0
2022-06-19,129,0
2022-06-19,280,0
2022-06-19,159,0
2022-06-19,80,0
2022-06-19,106,0
2022-06-19,35,0
2022-06-19,139,0
2022-06-19,259,0
2022-06-19,126,0
2022-06-19,111,0
2022-06-19,69,0
2022-06-19,70,0
2022-06-19,16,0
2022-06-19,96,0
2022-06-19,87,0
2022-06-19,49,0
2022-06-19,23,0
2022-06-19,224,0
2022-06-19,105,0
2022-06-19,266,0
2022-06-19,371,0
2022-06-19,16,0
2022-06-19,293,0
2022-06-19,156,0
2022-06-19,77,0
2022-06-19,365,0
2022-06-19,243,0
2022-06-19,91,0
2022-06-19,57,0
2022-06-19,79,0
2022-06-20,205,0
2022-06-20,4,0
2022-06-20,128,0
2022-06-20,19,0
2022-06-20,286,0
2022-06-20,236,0
2022-06-20,447,1
2022-06-20,34,0
2022-06-20,42,0
2022-06-20,158,0
2022-06-20,41,0
2022-06-20,14,0
2022-06-20,40,0
2022-06-20,203,0
2022-06-20,51,0
2022-06-20,113,0
2022-06-20,43,0
2022-06-20,136,0
2022-06-20,60,0
2022-06-20,40,0
2022-06-20,343,0
2022-06-20,196,0
2022-06-20,50,0
2022-06-20,207,0
2022-06-20,157,0
2022-06-20,71,0
2022-06-20,14,0
2022-06-20,249,0
2022-06-20,12,0
2022-06-20,146,0
2022-06-20,274,0
2022-06-20,338,0
2022-06-20,48,0
2022-06-20,80,0
2022-06-20,131,0
2022-06-20,430,0
2022-06-20,262,0
2022-06-20,74,0
2022-06-20,84,0
2022-06-20,278,0
2022-06-20,27,0
2022-06-20,46,0
2022-06-20,85,0
2022-06-20,133,0
2022-06-20,56,0
2022-06-20,8,0
2022-06-20,62,0
2022-06-20,77,0
2022-06-20,166,0
2022-06-20,295,0
2022-06-20,183,0
2022-06-20,60,0
2022-06-20,25,0
2022-06-20,244,0
2022-06-20,232,0
2022-06-20,292,0
2022-06-20,64,0
2022-06-20,8,0
2022-06-20,140,0
2022-06-20,103,0
2022-06-20,40,0
2022-06-20,129,0
2022-06-20,16,0
2022-06-20,35,0
2022-06-20,134,0
2022-06-20,107,0
2022-06-20,131,0
2022-06-20,112,0
2022-06-20,13,0
2022-06-20,399,0
2022-06-20,128,0
2022-06-20,192,0
2022-06-20,5,0
2022-06-20,295,0
2022-06-20,47,0
2022-06-20,17,0
2022-06-20,20,0
2022-06-20,30,0
2022-06-20,299,0
2022-06-20,448,1
2022-06-20,18,0
2022-06-20,48,0
2022-06-20,270,0
2022-06-20,0,0
2022-06-20,144,0
2022-06-20,186,0
2022-06-20,140,0
2022-06-20,96,0
2022-06-20,33,0
2022-06-20,38,0
2022-06-20,62,0
2022-06-20,77,0
2022-06-20,114,0
2022-06-20,13,0
2022-06-20,251,0
2022-06-20,391,0
2022-06-20,285,0
2022-06-20,124,0
2022-06-20,150,0
2022-06-20,3,0
2022-06-21,191,0
2022-06-21,354,0
2022-06-21,111,0
2022-06-21,15,0
2022-06-21,190,0
2022-06-21,99,0
2022-06-21,116,0
2022-06-21,49,0
2022-06-21,236,0
2022-06-21,96,0
2022-06-21,200,0
2022-06-21,396,0
2022-06-21,359,0
2022-06-21,204,0
2022-06-21,10,0
2022-06-21,312,0
2022-06-21,96,0
2022-06-21,309,0
2022-06-21,404,0
2022-06-21,8,0
2022-06-21,291,0
2022-06-21,84,0
2022-06-21,120,0
2022-06-21,232,0
2022-06-21,53,0
2022-06-21,45,0
2022-06-21,104,0
2022-06-21,13,0
2022-06-21,350,0
2022-06-21,278,0
2022-06-21,107,0
2022-06-21,35,0
2022-06-21,11,0
2022-06-21,28,0
2022-06-21,49,0
2022-06-21,342,0
2022-06-21,365,0
2022-06-21,18,0
2022-06-21,71,0
2022-06-21,331,0
2022-06-21,136,0
2022-06-21,322,0
2022-06-21,373,0
2022-06-21,265,0
2022-06-21,357,0
2022-06-21,308,0
2022-06-21,170,0
2022-06-21,162,0
2022-06-21,456,1
2022-06-21,135,0
2022-06-21,44,0
2022-06-21,345,0
2022-06-21,1,0
2022-06-21,11,0
2022-06-21,207,0
2022-06-21,326,0
2022-06-21,249,0
2022-06-21,212,0
2022-06-21,292,0
2022-06-21,22,0
2022-06-21,295,0
2022-06-21,255,0
2022-06-21,74,0
2022-06-21,47,0
2022-06-21,438,1
2022-06-21,160,0
2022-06-21,23,0
2022-06-21,181,0
2022-06-21,50,0
2022-06-21,426,0
2022-06-21,275,0
2022-06-21,30,0
2022-06-21,152,0
2022-06-21,103,0
2022-06-21,262,0
2022-06-21,236,0
2022-06-21,105,0
2022-06-21,46,0
2022-06-21,66,0
2022-06-21,38,0
2022-06-21,76,0
2022-06-21,193,0
2022-06-21,206,0
2022-06-21,95,0
2022-06-21,39,0
2022-06-21,109,0
2022-06-21,63,0
2022-06-21,81,0
2022-06-21,197,0
2022-06-21,11,0
2022-06-21,197,0
2022-06-21,400,0
2022-06-21,97,0
2022-06-21,106,0
2022-06-21,280,0
2022-06-21,115,0
2022-06-21,246,0
2022-06-21,154,0
2022-06-21,0,0
2022-06-21,237,0
2022-06-22,238,0
2022-06-22,85,0
2022-06-22,75,0
2022-06-22,180,0
2022-06-22,37,0
2022-06-22,89,0
2022-06-22,277,0
2022-06-22,50,0
2022-06-22,259,0
2022-06-22,285,0
2022-06-22,108,0
2022-06-22,221,0
2022-06-22,37,0
2022-06-22,30,0
2022-06-22,4,0
2022-06-22,71,0
2022-06-22,157,0
2022-06-22,53,0
2022-06-22,159,0
2022-06-22,361,0
2022-06-22,180,0
2022-06-22,181,0
2022-06-22,385,0
2022-06-22,65,0
2022-06-22,4,0
2022-06-22,96,0
2022-06-22,27,0
2022-06-22,41,0
2022-06-22,102,0
2022-06-22,90,0
2022-06-22,83,0
2022-06-22,10,0
2022-06-22,64,0
2022-06-22,52,0
2022-06-22,391,0
2022-06-22,346,0
2022-06-22,112,0
2022-06-22,4,0
2022-06-22,38,0
2022-06-22,121,0
2022-06-22,100,0
2022-06-22,63,0
2022-06-22,38,0
2022-06-22,40,0
2022-06-22,204,0
2022-06-22,319,0
2022-06-22,271,0
2022-06-22,97,0
2022-06-22,184,0
2022-06-22,242,0
2022-06-22,146,0
2022-06-22,77,0
2022-06-22,260,0
2022-06-22,108,0
2022-06-22,280,0
2022-06-22,219,0
2022-06-22,287,0
2022-06-22,77,0
2022-06-22,168,0
2022-06-22,23,0
2022-06-22,159,0
2022-06-22,26,0
2022-06-22,129,0
2022-06-22,205,0
2022-06-22,245,0
2022-06-22,316,0
2022-06-22,153,0
2022-06-22,195,0
2022-06-22,204,0
2022-06-22,79,0
2022-06-22,248,0
2022-06-22,14,0
2022-06-22,403,0
2022-06-22,235,0
2022-06-22,394,0
2022-06-22,363,0
2022-06-22,251,0
2022-06-22,44,0
2022-06-22,117,0
2022-06-22,319,0
2022-06-22,231,0
2022-06-22,48,0
2022-06-22,30,0
2022-06-22,178,0
2022-06-22,25,0
2022-06-22,128,0
2022-06-22,326,0
2022-06-22,40,0
2022-06-22,15,0
2022-06-22,151,0
2022-06-22,8,0
2022-06-22,23,0
2022-06-22,60,0
2022-06-22,51,0
2022-06-22,62,0
2022-06-22,150,0
2022-06-22,379,0
2022-06-22,61,0
2022-06-22,145,0
2022-06-22,266,0
2022-06-23,268,0
2022-06-23,48,0
2022-06-23,302,0
2022-06-23,184,0
2022-06-23,41,0
2022-06-23,126,0
2022-06-23,174,0
2022-06-23,78,0
2022-06-23,191,0
2022-06-23,12,0
2022-06-23,251,0
2022-06-23,312,0
2022-06-23,0,0
2022-06-23,168,0
2022-06-23,43,0
2022-06-23,51,0
2022-06-23,161,0
2022-06-23,29,0
2022-06-23,349,0
2022-06-23,76,0
2022-06-23,269,0
2022-06-23,288,0
2022-06-23,123,0
2022-06-23,40,0
2022-06-23,316,0
2022-06-23,186,0
2022-06-23,67,0
2022-06-23,122,0
2022-06-23,323,0
2022-06-23,387,0
2022-06-23,47,0
2022-06-23,213,0
2022-06-23,235,0
2022-06-23,11,0
2022-06-23,292,0
2022-06-23,188,0
2022-06-23,135,0
2022-06-23,166,0
2022-06-23,83,0
2022-06-23,212,0
2022-06-23,103,0
2022-06-23,350,0
2022-06-23,119,0
2022-06-23,67,0
2022-06-23,360,0
2022-06-23,217,0
2022-06-23,74,0
2022-06-23,84,0
2022-06-23,83,0
2022-06-23,8,0
2022-06-23,119,0
2022-06-23,159,0
2022-06-23,71,0
2022-06-23,197,0
2022-06-23,129,0
2022-06-23,66,0
2022-06-23,85,0
2022-06-23,67,0
2022-06-23,1,0
2022-06-23,83,0
2022-06-23,189,0
2022-06-23,57,0
2022-06-23,48,0
2022-06-23,29,0
2022-06-23,41,0
2022-06-23,238,0
2022-06-23,84,0
2022-06-23,113,0
2022-06-23,23,0
2022-06-23,101,0
2022-06-23,352,0
2022-06-23,17,0
2022-06-23,11,0
2022-06-23,119,0
2022-06-23,295,0
2022-06-23,33,0
2022-06-23,24,0
2022-06-23,92,0
2022-06-23,92,0
2022-06-23,166,0
2022-06-23,56,0
2022-06-23,46,0
2022-06-23,264,0
2022-06-23,60,0
2022-06-23,253,0
2022-06-23,193,0
2022-06-23,56,0
2022-06-23,426,0
2022-06-23,252,0
2022-06-23,158,0
2022-06-23,52,0
2022-06-23,308,0
2022-06-23,434,0
2022-06-23,166,0
2022-06-23,250,0
2022-06-23,19,0
2022-06-23,219,0
2022-06-23,75,0
2022-06-23,47,0
2022-06-23,9,0
2022-06-24,95,0
2022-06-24,388,0
2022-06-24,15,0
2022-06-24,39,0
2022-06-24,159,0
2022-06-24,45,0
2022-06-24,307,0
2022-06-24,320,0
2022-06-24,67,0
2022-06-24,33,0
2022-06-24,161,0
2022-06-24,76,0
2022-06-24,239,0
2022-06-24,39,0
2022-06-24,122,0
2022-06-24,42,0
2022-06-24,67,0
2022-06-24,240,0
2022-06-24,62,0
2022-06-24,218,0
2022-06-24,112,0
2022-06-24,103,0
2022-06-24,183,0
2022-06-24,214,0
2022-06-24,330,0
2022-06-24,113,0
2022-06-24,1,0
2022-06-24,41,0
2022-06-24,43,0
2022-06-24,27,0
2022-06-24,158,0
2022-06-24,131,0
2022-06-24,47,0
2022-06-24,254,0
2022-06-24,193,0
2022-06-24,44,0
2022-06-24,58,0
2022-06-24,113,0
2022-06-24,140,0
2022-06-24,57,0
2022-06-24,55,0
2022-06-24,221,0
2022-06-24,98,0
2022-06-24,144,0
2022-06-24,305,0
2022-06-24,39,0
2022-06-24,106,0
2022-06-24,129,0
2022-06-24,3,0
2022-06-24,16,0
2022-06-24,61,0
2022-06-24,289,0
2022-06-24,226,0
2022-06-24,270,0
2022-06-24,110,0
2022-06-24,225,0
2022-06-24,157,0
2022-06-24,8,0
2022-06-24,82,0
2022-06-24,128,0
2022-06-24,273,0
2022-06-24,60,0
2022-06-24,291,0
2022-06-24,102,0
2022-06-24,20,0
2022-06-24,111,0
2022-06-24,306,0
2022-06-24,433,0
2022-06-24,141,0
2022-06-24,224,0
2022-06-24,207,0
2022-06-24,95,0
2022-06-24,126,0
2022-06-24,20,0
2022-06-24,63,0
2022-06-24,147,0
2022-06-24,10,0
2022-06-24,2,0
2022-06-24,239,0
2022-06-24,135,0
2022-06-24,38,0
2022-06-24,26,0
2022-06-24,85,0
2022-06-24,37,0
2022-06-24,126,0
2022-06-24,128,0
2022-06-24,196,0
2022-06-24,141,0
2022-06-24,391,0
2022-06-24,153,0
2022-06-24,41,0
2022-06-24,248,0
2022-06-24,178,0
2022-06-24,64,0
2022-06-24,7,0
2022-06-24,39,0
2022-06-24,417,0
2022-06-24,50,0
2022-06-24,189,0
2022-06-24,125,0
2022-06-25,202,0
2022-06-25,193,0
2022-06-25,17,0
2022-06-25,104,0
2022-06-25,119,0
2022-06-25,248,0
2022-06-25,169,0
2022-06-25,38,0
2022-06-25,131,0
2022-06-25,76,0
2022-06-25,118,0
2022-06-25,266,0
2022-06-25,52,0
2022-06-25,3,0
2022-06-25,31,0
2022-06-25,82,0
2022-06-25,110,0
2022-06-25,32,0
2022-06-25,270,0
2022-06-25,28,0
2022-06-25,291,0
2022-06-25,219,0
2022-06-25,304,0
2022-06-25,204,0
2022-06-25,176,0
2022-06-25,149,0
2022-06-25,177,0
2022-06-25,125,0
2022-06-25,23,0
2022-06-25,7,0
2022-06-25,168,0
2022-06-25,111,0
2022-06-25,84,0
2022-06-25,196,0
2022-06-25,55,0
2022-06-25,238,0
2022-06-25,7,0
2022-06-25,5,0
2022-06-25,63,0
2022-06-25,180,0
2022-06-25,52,0
2022-06-25,211,0
2022-06-25,126,0
2022-06-25,70,0
2022-06-25,44,0
2022-06-25,30,0
2022-06-25,100,0
2022-06-25,333,0
2022-06-25,65,0
2022-06-25,201,0
2022-06-25,102,0
2022-06-25,36,0
2022-06-25,36,0
2022-06-25,22,0
2022-06-25,316,0
2022-06-25,70,0
2022-06-25,126,0
2022-06-25,141,0
2022-06-25,47,0
2022-06-25,237,0
2022-06-25,388,0
2022-06-25,76,0
2022-06-25,46,0
2022-06-25,251,0
2022-06-25,35,0
2022-06-25,67,0
2022-06-25,130,0
2022-06-25,81,0
2022-06-25,369,0
2022-06-25,77,0
2022-06-25,129,0
2022-06-25,44,0
2022-06-25,62,0
2022-06-25,44,0
2022-06-25,368,0
2022-06-25,259,0
2022-06-25,123,0
2022-06-25,240,0
2022-06-25,109,0
2022-06-25,142,0
2022-06-25,212,0
2022-06-25,28,0
2022-06-25,320,0
2022-06-25,2,0
2022-06-25,266,0
2022-06-25,108,0
2022-06-25,159,0
2022-06-25,84,0
2022-06-25,283,0
2022-06-25,305,0
2022-06-25,167,0
2022-06-25,69,0
2022-06-25,97,0
2022-06-25,16,0
2022-06-25,257,0
2022-06-25,13,0
2022-06-25,66,0
2022-06-25,24,0
2022-06-25,153,0
2022-06-25,226,0
2022-06-26,8,0
2022-06-26,150,0
2022-06-26,29,0
2022-06-26,226,0
2022-06-26,74,0
2022-06-26,145,0
2022-06-26,77,0
2022-06-26,115,0
2022-06-26,291,0
2022-06-26,3,0
2022-06-26,60,0
2022-06-26,64,0
2022-06-26,34,0
2022-06-26,94,0
2022-06-26,337,0
2022-06-26,129,0
2022-06-26,20,0
2022-06-26,260,0
2022-06-26,131,0
2022-06-26,3,0
2022-06-26,57,0
2022-06-26,221,0
2022-06-26,70,0
2022-06-26,305,0
2022-06-26,100,0
2022-06-26,113,0
2022-06-26,333,0
2022-06-26,35,0
2022-06-26,125,0
2022-06-26,17,0
2022-06-26,79,0
2022-06-26,449,1
2022-06-26,111,0
2022-06-26,219,0
2022-06-26,61,0
2022-06-26,225,0
2022-06-26,293,0
2022-06-26,154,0
2022-06-26,114,0
2022-06-26,81,0
2022-06-26,319,0
2022-06-26,61,0
2022-06-26,148,0
2022-06-26,46,0
2022-06-26,129,0
2022-06-26,103,0
2022-06-26,107,0
2022-06-26,182,0
2022-06-26,160,0
2022-06-26,15,0
2022-06-26,25,0
2022-06-26,0,0
2022-06-26,43,0
2022-06-26,55,0
2022-06-26,211,0
2022-06-26,203,0
2022-06-26,70,0
2022-06-26,92,0
2022-06-26,442,1
2022-06-26,140,0
2022-06-26,317,0
2022-06-26,167,0
2022-06-26,123,0
2022-06-26,132,0
2022-06-26,64,0
2022-06-26,77,0
2022-06-26,227,0
2022-06-26,185,0
2022-06-26,196,0
2022-06-26,413,0
2022-06-26,142,0
2022-06-26,49,0
2022-06-26,46,0
2022-06-26,42,0
2022-06-26,103,0
2022-06-26,131,0
2022-06-26,65,0
2022-06-26,299,0
2022-06-26,174,0
2022-06-26,109,0
2022-06-26,134,0
2022-06-26,215,0
2022-06-26,88,0
2022-06-26,235,0
2022-06-26,391,0
2022-06-26,75,0
2022-06-26,350,0
2022-06-26,169,0
2022-06-26,162,0
2022-06-26,319,0
2022-06-26,346,0
2022-06-26,173,0
2022-06-26,281,0
2022-06-26,48,0
2022-06-26,258,0
2022-06-26,107,0
2022-06-26,386,0
2022-06-26,318,0
2022-06-26,229,0
2022-06-26,303,0
2022-06-27,48,0
2022-06-27,64,0
2022-06-27,140,0
2022-06-27,73,0
2022-06-27,384,0
2022-06-27,139,0
2022-06-27,28,0
2022-06-27,161,0
2022-06-27,308,0
2022-06-27,87,0
2022-06-27,103,0
2022-06-27,75,0
2022-06-27,49,0
2022-06-27,54,0
2022-06-27,167,0
2022-06-27,90,0
2022-06-27,66,0
2022-06-27,139,0
2022-06-27,65,0
2022-06-27,174,0
2022-06-27,26,0
2022-06-27,83,0
2022-06-27,20,0
2022-06-27,218,0
2022-06-27,39,0
2022-06-27,82,0
2022-06-27,143,0
2022-06-27,13,0
2022-06-27,169,0
2022-06-27,221,0
2022-06-27,122,0
2022-06-27,243,0
2022-06-27,101,0
2022-06-27,78,0
2022-06-27,198,0
2022-06-27,49,0
2022-06-27,197,0
2022-06-27,292,0
2022-06-27,55,0
2022-06-27,278,0
2022-06-27,63,0
2022-06-27,36,0
2022-06-27,273,0
2022-06-27,189,0
2022-06-27,255,0
2022-06-27,33,0
2022-06-27,66,0
2022-06-27,24,0
2022-06-27,147,0
2022-06-27,331,0
2022-06-27,240,0
2022-06-27,0,0
2022-06-27,84,0
2022-06-27,229,0
2022-06-27,29,0
2022-06-27,377,0
2022-06-27,360,0
2022-06-27,243,0
2022-06-27,74,0
2022-06-27,22,0
2022-06-27,54,0
2022-06-27,242,0
2022-06-27,8,0
2022-06-27,169,0
2022-06-27,206,0
2022-06-27,77,0
2022-06-27,226,0
2022-06-27,105,0
2022-06-27,56,0
2022-06-27,126,0
2022-06-27,241,0
2022-06-27,240,0
2022-06-27,129,0
2022-06-27,69,0
2022-06-27,123,0
2022-06-27,103,0
2022-06-27,36,0
2022-06-27,232,0
2022-06-27,57,0
2022-06-27,46,0
2022-06-27,114,0
2022-06-27,61,0
2022-06-27,275,0
2022-06-27,292,0
2022-06-27,308,0
2022-06-27,123,0
2022-06-27,137,0
2022-06-27,473,1
2022-06-27,3,0
2022-06-27,104,0
2022-06-27,144,0
2022-06-27,196,0
2022-06-27,1,0
2022-06-27,60,0
2022-06-27,1,0
2022-06-27,22,0
2022-06-27,32,0
2022-06-27,74,0
2022-06-27,182,0
2022-06-27,247,0
2022-06-28,256,0
2022-06-28,31,0
2022-06-28,226,0
2022-06-28,5,0
2022-06-28,66,0
2022-06-28,433,0
2022-06-28,211,0
2022-06-28,5,0
2022-06-28,123,0
2022-06-28,259,0
2022-06-28,337,0
2022-06-28,59,0
2022-06-28,85,0
2022-06-28,30,0
2022-06-28,102,0
2022-06-28,148,0
2022-06-28,28,0
2022-06-28,112,0
2022-06-28,7,0
2022-06-28,85,0
2022-06-28,76,0
2022-06-28,104,0
2022-06-28,131,0
2022-06-28,72,0
2022-06-28,89,0
2022-06-28,335,0
2022-06-28,349,0
2022-06-28,146,0
2022-06-28,14,0
2022-06-28,78,0
2022-06-28,15,0
2022-06-28,14,0
2022-06-28,36,0
2022-06-28,223,0
2022-06-28,42,0
2022-06-28,232,0
2022-06-28,99,0
2022-06-28,100,0
2022-06-28,97,0
2022-06-28,103,0
2022-06-28,42,0
2022-06-28,66,0
2022-06-28,353,0
2022-06-28,311,0
2022-06-28,2,0
2022-06-28,373,0
2022-06-28,199,0
2022-06-28,128,0
2022-06-28,2,0
2022-06-28,189,0
2022-06-28,96,0
2022-06-28,75,0
2022-06-28,188,0
2022-06-28,198,0
2022-06-28,330,0
2022-06-28,90,0
2022-06-28,62,0
2022-06-28,36,0
2022-06-28,42,0
2022-06-28,84,0
2022-06-28,210,0
2022-06-28,158,0
2022-06-28,104,0
2022-06-28,37,0
2022-06-28,85,0
2022-06-28,330,0
2022-06-28,272,0
2022-06-28,6,0
2022-06-28,93,0
2022-06-28,60,0
2022-06-28,71,0
2022-06-28,28,0
2022-06-28,174,0
2022-06-28,35,0
2022-06-28,169,0
2022-06-28,170,0
2022-06-28,1,0
2022-06-28,105,0
2022-06-28,79,0
2022-06-28,299,0
2022-06-28,86,0
2022-06-28,44,0
2022-06-28,28,0
2022-06-28,129,0
2022-06-28,327,0
2022-06-28,29,0
2022-06-28,116,0
2022-06-28,261,0
2022-06-28,4,0
2022-06-28,70,0
2022-06-28,178,0
2022-06-28,192,0
2022-06-28,48,0
2022-06-28,19,0
2022-06-28,146,0
2022-06-28,222,0
2022-06-28,193,0
2022-06-28,76,0
2022-06-28,104,0
2022-06-28,43,0
2022-06-29,22,0
2022-06-29,319,0
2022-06-29,212,0
2022-06-29,332,0
2022-06-29,121,0
2022-06-29,1,0
2022-06-29,144,0
2022-06-29,51,0
2022-06-29,154,0
2022-06-29,206,0
2022-06-29,76,0
2022-06-29,105,0
2022-06-29,222,0
2022-06-29,39,0
2022-06-29,147,0
2022-06-29,27,0
2022-06-29,117,0
2022-06-29,60,0
2022-06-29,45,0
2022-06-29,59,0
2022-06-29,60,0
2022-06-29,44,0
2022-06-29,45,0
2022-06-29,168,0
2022-06-29,256,0
2022-06-29,48,0
2022-06-29,73,0
2022-06-29,40,0
2022-06-29,15,0
2022-06-29,64,0
2022-06-29,1,0
2022-06-29,161,0
2022-06-29,157,0
2022-06-29,143,0
2022-06-29,311,0
2022-06-29,143,0
2022-06-29,132,0
2022-06-29,90,0
2022-06-29,30,0
2022-06-29,224,0
2022-06-29,32,0
2022-06-29,91,0
2022-06-29,7,0
2022-06-29,49,0
2022-06-29,57,0
2022-06-29,6,0
2022-06-29,95,0
2022-06-29,392,0
2022-06-29,148,0
2022-06-29,180,0
2022-06-29,347,0
2022-06-29,236,0
2022-06-29,467,1
2022-06-29,50,0
2022-06-29,155,0
2022-06-29,39,0
2022-06-29,264,0
2022-06-29,213,0
2022-06-29,335,0
2022-06-29,104,0
2022-06-29,90,0
2022-06-29,82,0
2022-06-29,33,0
2022-06-29,22,0
2022-06-29,266,0
2022-06-29,245,0
2022-06-29,35,0
2022-06-29,77,0
2022-06-29,245,0
2022-06-29,115,0
2022-06-29,63,0
2022-06-29,150,0
2022-06-29,282,0
2022-06-29,94,0
2022-06-29,386,0
2022-06-29,46,0
2022-06-29,266,0
2022-06-29,51,0
2022-06-29,63,0
2022-06-29,214,0
2022-06-29,180,0
2022-06-29,198,0
2022-06-29,125,0
2022-06-29,38,0
2022-06-29,128,0
2022-06-29,372,0
2022-06-29,84,0
2022-06-29,73,0
2022-06-29,136,0
2022-06-29,18,0
